檔名,中文,客語漢字,客語拼音,標籤,備註
ZM203Q2004_066.wav,有一天有四個人同時去求土地公,有一日有四個人共齊去求伯公,rhiu11 rhid24 ngid24 rhiu11 si31 gai31 ngin53 kiung55 ce53 kui31 kiu53 ba24 gung11,,
ZM203Q2004_067.wav,第一個說土地公土地婆求你保祐明天早上下雨,第一個講伯公伯婆求你保護韶日晨早落雨,ti55 rhid24 gai31 gong31 ba24 gung11 ba24 poo53 kiu53 hen53 boo31 fu55 shio53 ngid24 chin53 zoo31 loo55 bbu31,,
ZM203Q2004_068.wav,我種的麥仔就不用澆水,𠊎種个麥即毋使沃水,ngai53 zhung31 e55 ma55 cid43 m55 su31 bbu24 fi31,,
ZM203Q2004_069.wav,第二個說土地公土地婆,第二個講伯公伯婆,ti55 ngi55 gai31 gong31 ba24 gung11 ba24 poo53,,
ZM203Q2004_070.wav,你要保祐明天早上好天氣我要曬小魚乾,你愛保護韶日晨早好天𠊎愛炙魚脯,hen53 oi31 boo31 fu55 shio53 ngid24 chin53 zoo31 hoo31 teen11 ngai53 oi31 zha24 m53 pu53,,
ZM203Q2004_071.wav,第三個說土地公啊你保祐明天早上吹南風,第三個講伯公啊你保護韶日晨早吹南風,ti55 sam11 gai31 gong31 ba24 gung11 a31 hen53 boo31 fu55 shio53 ngid24 chin53 zoo31 che11 nam53 fung11,,
ZM203Q2004_072.wav,我要開帆船順南行還一個趕快說,𠊎駛帆船順南猶一個較緊講,ngai53 su31 fan53 fien53 shin55 nam53 ia53 rhid24 gai31 ka31 gin31 gong31,,
ZM203Q2004_073.wav,不可以明天我的船要開向南方要吹北風,毋會用韶日晨早𠊎个船愛駛向南愛吹北風,m11 bboi55 rhung55 shio53 ngid24 chin53 zoo31 ngai53 e55 fien53 oi31 su31 hiong31 nam53 oi31 che11 bed24 fung11,,
ZM203Q2004_074.wav,土地公聽到頭痛現在要怎麼辦,伯公聽著頭那疾今討仰子辦,ba24 gung11 ten11 choo55 tio53 na53 cid43 gin11 too31 ngiong55 zu31 peen55,,
ZM203Q2004_075.wav,要怎樣處理才好呢,愛仰子辦正好咧,oi31 ngiong55 zu31 peen55 zhang31 hoo31 le55,,
ZM203Q2004_076.wav,土地婆說不用愁我來處理,伯婆講毋使擘心𠊎來辦,ba24 poo53 gong31 m55 su31 ba24 sin11 ngai53 loi53 peen55,,
ZM203Q2004_077.wav,祂就說夜裡下雨日裡晴魚脯會乾麥會生,佢即講半夜落雨日時晴魚脯會燥麥會生,gui53 cid43 gong31 ban31 rhia55 loo55 bbu31 ngid24 shi53 cin53 m53 bu31 bbue55 zau11 ma55 bbue55 sen11,,
ZM203Q2004_078.wav,上午南風下午北四副豬頭我要得,晨早南風下晝北四副豬頭𠊎討得,chin53 zoo31 nam53 fung11 ha11 zhiu31 bed24 si31 fu31 zhi11 tio53 ngai53 too31 deed24,,
ZM203Q2004_079.wav,碗粄最近不知道發什麼牛脾氣早上起床就想吃碗粄,碗粄這站毋知起麼个癖晨早時起來即想討食碗粄,bban31 ban31 li24 cam55 m11 di11 ki31 bboo24 gai31 pia24 chin53 zoo31 shi53 ki31 loi53 cid43 siong55 too31 shied43 bban31 ban31,,
ZM203Q2004_080.wav,還小住在外婆家每天天亮就被舅媽叫起床,猶細漢蹛在外媽屋下逐日天光即得舅㜷喊起來,ia53 se31 hon31 dai31 da55 nguai55 ma31 bbu24 ha11 tu55 ngid24 teen11 gong11 cid43 ded24 kiu11 mi55 heem31 ki31 loi53,,
ZM203Q2004_081.wav,去客廳拜祖先再進廚房跟著他一起做粄,去廳下拜好擱入去灶下跈佢共下做粄,kui31 ten11 ha11 bai31 hoo31 goo24 ngib43 kui31 zoo31 ha11 ten53 gui53 kung55 ha55 zoo31 ban31,,
ZM203Q2004_082.wav,舅媽蒸碗粄賣幫忙照顧一家人的吃穿,舅㜷做碗粄賣鬥相共顧一屋下人个食著,kiu11 mi55 zoo31 bban31 ban31 mi11 deu31 siong11 kung55 gu31 rhid24 bbu24 ha11 ngin53 e55 shied43 zhoo24,,
ZM203Q2004_083.wav,天還沒亮廚房就我們兩個人,天吂光灶下即𠊎人兩個,teen11 mang11 gong11 zoo31 ha11 cid43 ngai53 ngin53 liong31 gai31,,
ZM203Q2004_084.wav,工作對一個小孩子來說有比較辛苦一些,事頭對一個細子人來講有較辛苦兜,she55 tio53 doi31 rhid24 gai31 se31 zu31 ngin53 loi53 gong31 rhiu11 ka31 sin11 ku31 deu11,,
ZM203Q2004_085.wav,但是等舅媽做好粄有兩碗碗粄可以吃早餐,毋過等舅㜷做好粄有兩碗碗粄會用食早頓,m55 goo31 den31 kiu11 mi55 zoo31 hoo31 ban31 rhiu11 liong31 bban31 bban31 ban31 bbue55 rhung55 shied43 zoo31 dun31,,
ZM203Q2004_086.wav,講起來也是幸福的生活現在自己成家了,論起來嘛係福氣个生活這嘛自家成家,lun55 ki31 loi53 ma11 he55 fu24 ki31 e55 sen11 ua55 li24 ma31 zi11 ga11 shin53 ga11,,
ZM203Q2004_087.wav,上班的人遇到放假日有覺可睡,上班个人堵著歇睏日有通睡,shong11 ban11 e55 ngin53 du31 choo55 hied24 kun31 ngid24 rhiu11 tung11 fe55,,
ZM203Q2004_088.wav,常常睡到太陽曬屁股等走到市場要來買碗粄,不時睡到日頭炙屎胐等行到菜市討來買碗粄,bud24 shi53 fe55 doo31 ngid24 teu53 zha24 shi31 fud24 den31 hang53 doo31 coi31 shi55 too31 loi53 mi11 bban31 ban31,,
ZM203Q2004_089.wav,就只看到空空的攤子全部賣光光,正䀴著空空个擔子做一下賣淨淨,zhang31 ngiang31 choo55 kung11 kung11 e55 dam31 zu31 zoo31 rhid24 ha55 mi11 ciang55 ciang55,,
ZM203Q2004_090.wav,一點都沒剩想要吃又一大早起不了床,半點都無伸想討食又早早跋毋會起來,ban31 deen31 doo55 mo53 chin55 siong55 too31 shied43 rhiu55 zoo31 zoo31 ba24 m11 bboi55 ki31 loi53,,
ZM203Q2004_091.wav,怎麼辦才好想啊想就自己來學著做才對,仰子正好想啊想即自家來學做正著,ngiong55 zu31 zhang31 hoo31 siong55 a11 siong55 cid43 zi11 ga11 loi53 hoo55 zoo31 zhang31 choo55,,
ZM203Q2004_092.wav,決定自己動手學做就要認真從網路裡面尋找參考資料,決定自家動手學做即愛認真對網路內底尋資料參考,guad24 ten55 zi11 ga11 tung11 shiu31 hoo55 zoo31 cid43 oi31 ngin55 zhin11 doi31 miong31 lu55 nui55 de31 cim53 zu11 liau55 cam11 koo31,,
ZM203Q2004_093.wav,問媽媽他們有經驗的人,問阿依佢人有經驗个人,mun31 a11 i55 gui53 ngin53 rhiu11 gen11 ngiang55 e55 ngin53,,
ZM203Q2004_094.wav,一步一步把買來的在來米粉加水攪好,一步一步拁買來个在來米粉加水攪好,rhid24 pu55 rhid24 pu55 ga11 mi11 loi53 e55 cai55 loi53 mi31 fun31 ga11 fi31 giau55 hoo31,,
ZM203Q2004_095.wav,倒入碗裡再放在電鍋蒸蒸粄的時後,漕入碗擱囥在電鑊炊炊粄个時務,coo55 ngib43 bban31 goo24 kong31 da55 teen55 bboo55 che11 che11 ban31 e55 shi53 bbu55,,
ZM203Q2004_096.wav,可以來炒香料等到香料炒好,會用來炒配料等到配料炒好,bbue55 rhung55 loi53 cau31 pue31 liau55 den31 doo31 pue31 liau55 cau31 hoo31,,
ZM203Q2004_097.wav,碗粄也差不多蒸好了,碗粄嘛差不多炊好啊,bban31 ban31 ma11 ca11 bud24 doo11 che11 hoo31 a11,,
ZM203Q2004_098.wav,第一次蒸好的碗粄上面水水底下硬硬,頭擺炊好个碗粄面上緣水水矮下丁丁,tio53 bai31 che11 hoo31 e55 bban31 ban31 min31 shong55 rhen53 fi31 fi31 e31 ha11 ding11 ding11,,
ZM203Q2004_099.wav,可以吃但是口感不好,會用食毋過口感無好,bbue55 rhung55 shied43 m55 goo31 kio31 gam31 mo53 hoo31,,
ZM203Q2004_100.wav,去請教媽媽他們得到的結果是在蒸碗粄那時候,去請教阿依佢人得著个結果係在炊碗粄个時,kui31 cing31 gau31 a11 i55 gui53 ngin53 ded24 choo55 e55 gied24 goo31 he55 da55 che11 bban31 ban31 e55 shi53,,
ZM203Q2004_101.wav,久久要攪幾下米漿水那米漿才不會沉澱,久久愛攪幾下米漿水遐米漿正毋會滯底,giu31 giu31 oi31 gio55 gi31 ha55 mi31 ziong11 fi31 ga24 mi31 ziong11 zhang31 m11 bboi55 che55 de31,,
ZM203Q2004_102.wav,造成底下硬硬上面水水的情況,造成矮下丁丁面上水水个情形,zoo31 shin53 e31 ha11 ding11 ding11 min31 shong55 fi31 fi31 e55 cin53 hin53,,
ZM203Q2004_103.wav,她按照步驟會打開蒸籠蓋再用筷子把每一碗攪過再繼續蒸,佢照步來會打開籠床蓋擱用箸拁逐碗攪過正擱炊落,gui53 zhio31 pu55 loi53 bbue55 da31 koi11 lung53 song53 goi31 goo24 rhung55 chi55 ga11 tu55 bban31 gio55 goo31 zhang31 goo24 che11 loo55,,
ZM203Q2004_104.wav,那時還小對很多事情都不會去多想,遐時猶細漢對真多事情攏毋會去多想,ga24 shi53 ia53 se31 hon31 doi31 zhin11 doo11 su55 cin53 lung31 m11 bboi55 kui31 doo11 siong55,,
ZM203Q2004_105.wav,就沒有去了解為什麼舅媽會這樣來蒸碗粄,即無去了解做麼个舅㜷會按來炊碗粄,cid43 mo53 kui31 leeu31 goi31 zoo31 bboo24 gai31 kiu11 mi55 bbue55 an24 loi53 che11 bban31 ban31,,
ZM203Q2004_106.wav,現在了解事情的原因可以學到一次寶貴的經驗,這滿了解事情个原因會用學著一擺寶貴个經驗,li24 man31 leu31 goi31 su55 cin53 e55 ngien53 rhin11 bbue55 rhung55 hoo55 choo55 rhid24 bai31 boo31 gui31 e55 ging11 ngiam55,,
ZM203Q2004_107.wav,知道失敗的原因我就興沖沖的再做一次,知失敗个原因𠊎即興興擱做一擺,di11 shid24 pai55 e55 ngien53 rhin11 ngai53 cid43 hin31 hin31 goo24 zoo31 rhid24 bai31,,
ZM203Q2004_108.wav,現在知道在哪個過程要注意什麼慢慢的不要這麼趕緊,這下知在哪個過程愛注意麼个寬寬無恁攔緊,li24 ha55 di11 da55 ni55 gai31 goo31 shin53 oi31 zhi31 rhi31 bboo24 gai31 kuan11 kuan11 mo53 ngin31 lan53 gin31,,
ZM203Q2004_109.wav,該要攪過的米漿水就一碗一碗攪過,拁愛攪過个米漿水即一碗一碗攪過,ga11 oi31 gio55 goo31 e55 mi31 ziong11 fi31 cid43 rhid24 bban31 rhid24 bban31 gio55 goo31,,
ZM203Q2004_110.wav,該要蒸多久的時間就蒸多久,遐愛炊幾久个時間即炊幾久,ga24 oi31 che11 gi31 giu31 e55 shi53 geen11 cid43 che11 gi31 giu31,,
ZM203Q2004_111.wav,這些過程半點,這兜過程半點,li24 dio11 goo31 shin53 ban31 diam31,音檔有問題;,語句沒有全部念完
ZM203Q2004_112.wav,最後蒸出來的碗粄吃起來被媽媽他們很稱讚,頭尾炊出來个碗粄食起來得阿依佢人講會用,teu53 mui11 che11 chid24 loi53 e55 bban31 ban31 shied43 ki31 loi53 ded24 a11 i55 gui53 ngin53 gong31 bbue55 rhung55,,
ZM203Q2004_113.wav,現在真的成功了,這滿正經成功啊,li24 man31 zhin31 gen11 shin53 gung11 a11,,
ZM203Q2004_114.wav,下次要吃碗粄不用再早早起床去市場趕人家的時間,後次擺討食碗粄毋使擱早早起來去市場赴人个時間,heu55 ci55 bai31 too31 shied43 bban31 ban31 m55 su31 goo24 zoo31 zoo31 ki31 loi53 kui31 shi55 chong53 fu55 ngin53 e55 shi53 gien11,,
ZM203Q2004_115.wav,又還有可以享受自己好吃的美食了,又擱有通享受自家好食个美食啊,rhiu55 goo24 rhiu11 tung11 hiong31 shiu55 zi11 ga11 hoo31 shied43 e55 mi31 shied43 a11,,
ZM203Q2004_116.wav,媽媽他們看到我學做碗粄笑到叫不敢,阿依佢人䀴著𠊎學做碗粄笑到喊毋敢,a11 i55 gui53 ngin53 ngiang31 choo55 ngai53 hoo55 zoo31 bban31 ban31 sio31 doo31 heem31 m55 gam31,,
ZM203Q2004_117.wav,一直問為什麼要這麼麻煩,直直問做麼个愛恁麻煩,chid43 chid43 mun31 zoo31 bboo24 gai31 oi31 ngin31 ma53 fan53,,
ZM203Q2004_118.wav,我回他們說其實吃著碗粄的時候,𠊎應佢人講其實食著碗粄个時務,ngai53 en31 gui53 ngin53 gong31 ki53 shid43 shied43 choo55 bban31 ban31 e55 shi53 bbu55,,
ZM203Q2004_119.wav,我總是會想起小時候住在奶奶家裡,𠊎總係會想起猶細漢蹛在外媽屋下,ngai53 zung31 he55 bbue55 siong55 ki31 ia53 se31 hon31 dai31 da55 nguai55 ma53 bbu24 ha11,,
ZM203Q2004_120.wav,每天天快亮的時候跟著舅媽在廚房做碗粄,逐日天討光个時跈舅㜷在灶下做碗粄,tu55 ngid24 teen11 too31 gong11 e55 shi53 tan31 kiu11 mi55 da55 zoo31 ha11 zoo31 bban31 ban31,,
ZM203Q2004_121.wav,等我吃完早餐她推著蒸好的粄出去賣,等𠊎食過早頓佢𢱤炊好个粄出去賣,den31 ngai53 shied43 goo31 zoo31 dun31 gui53 su24 che11 hoo31 e55 ban31 chid24 kui31 mi11,,
ZM203Q2004_122.wav,那時年紀小又不能跟在父母的身邊,遐時年歲細又無跈在爺母个膴身脣,ga24 shi53 neen53 se31 se31 rhiu55 mo53 ten53 da55 rhia53 bbu11 e55 bbu11 shin11 fin53,,
ZM203Q2004_123.wav,但是還有人疼惜現在自己可以照顧自己,毋過猶有人來惜這滿自家會用照顧自家,m55 goo31 ia53 rhiu11 ngin53 loi53 sia24 li24 man31 zi11 ga11 bbue55 rhung55 zhio31 gu31 zi11 ga11,,
ZM203Q2004_124.wav,吃著自己做的粄想起從前,食著自家做个粄想起成過,shied43 choo55 zi11 ga11 zoo31 e55 ban31 siong55 ki31 shang53 goo31,,
ZM203Q2004_125.wav,這碗粄怎麼會這麼香進心裡去,這碗粄仰子會恁香入心咧,li24 bban31 ban31 ngiong55 zu31 bbue55 ngin31 hiong11 ngib43 sim11 le11,,
ZM203Q2004_126.wav,訶子樹籽我哥哥是大號的小孩,栗子籽𠊎哥係大漢个細子人,led43 zu31 zi53 ngai53 goo11 he55 tai55 hon31 e55 se31 zu31 ngin53,,
ZM203R2027_001.wav,現在看電視的觀眾比較少了,這下䀴電視个觀眾較少啊,li24 ha55 ngiang31 teen55 shi55 e55 guan11 zhung31 ka31 shio31 a31,,
ZM203R2027_002.wav,做父母的整天都在為小孩操心,做爺哀个歸日攏在操煩細子,zoo31 rhia53 oi11 e11 gui11 ngid24 lung31 da55 cau11 fan53 se31 zu31,,
ZM203R2027_003.wav,難得看到她們兩妯娌一起出門,罕得䀴著佢兩姊嫂作垺出門,han31 ded24 ngiang31 choo55 gui53 liong31 zi31 soo31 zoo24 pu53 chid24 mun53,,
ZM203R2027_004.wav,陽光正烈在家裡休息比較好,日頭恁猛在屋下尞較贏,ngid24 teu53 ngin31 mang31 da55 bbu24 ha11 leeu55 ka31 rhiang53,,
ZM203R2027_005.wav,不要一直抽菸對肺不好,毋好直直食薰對肺無好,m55 hoo31 chid43 chid43 shied43 fun11 doi31 pui31 mo53 hoo31,,
ZM203R2027_006.wav,講那麼多結果還是要自己做,講恁多結果猶係愛自家做,gong31 ngin31 doo11 gied24 goo31 ia53 he55 oi31 zi11 ga11 zoo31,,
ZM203R2027_007.wav,比起從前他現在瘦多了,比較成過佢這滿加瘦足多啊,bi31 gau31 shang53 goo31 gui53 li24 man31 ga11 seu31 ziu24 doo11 a31,,
ZM203R2027_008.wav,如果出問題誰能夠負責任,若係出問題麼儕會用負責任,na31 he55 chid24 mun55 te53 bboo24 sa53 bbue55 rhung55 fu55 zed24 ngin55,,
ZM203R2027_009.wav,養成運動的習慣可以控制體重,養成運動个習慣會用控制體重,rhiong31 shin53 bbin55 tung55 e55 sid43 guan31 bbue55 rhung55 kung31 zhi31 te31 chung11,,
ZM203R2027_010.wav,他在香蕉研究所工作,佢在香蕉研究所食頭路,gui53 da55 hiong11 zio11 ngien31 giu31 su31 shied43 teu53 lu55,,
ZM203R2027_011.wav,用斗笠遮著比較不會晒到,用笠婆遮个較毋*會炙著,rhung55 lib24 poo53 zha55 e55 ka31 m11*bboi55 moi24 zha24 choo55,,
ZM203R2027_012.wav,後腦杓不小心敲到好痛,後斗殼無堵好搉著真疾,heu55 deu31 kog43 mo53 du31 hoo31 koo24 choo55 zhin11 cid43,,
ZM203R2027_013.wav,你何時要來玩要先說哦,你幾時討來尞愛先講哦,hen53 gi31 shi53 too31 loi53 liau55 oi31 sien11 gong31 oo11,,
ZM203R2027_014.wav,他的腳扭傷枴杖拄了半個月,佢腳㞇著枴杖擎歸半個月,gui53 gio24 uainn31 choo55 guai31 chong55 kia53 gui11 ban31 goo24 ngied43,,
ZM203R2027_015.wav,吊橋晃動得這麼厲害覺得很可怕,吊橋恁搖感覺真得人驚,deeu31 kio53 ngin31 rhio53 gam31 goo24 zhin11 ded24 ngin53 giang11,,
ZM203R2027_016.wav,醫生開的藥方要記得按時吃,先生開个藥愛記得照時間食,sien11 sen11 koi11 e55 rhio55 oi31 ki31 ded24 zhio31 shi53 geen11 shied43,,
ZM203R2027_017.wav,宜蘭的東方有一個龜山島,宜蘭个東片有一個龜山島,ngi53 lan53 e55 dung11 peen31 rhiu11 rhid24 gai31 gui11 san11 doo31,,
ZM203R2027_018.wav,工作隨隨便便可是會被別人嫌棄哦,做事儘儘採採即會得人嫌哦,zoo31 she55 cin31 cin31 cai31 cai31 cid43 bbue55 ded24 ngin53 heem53 o11,,
ZM203R2027_019.wav,廁所有人你不能進去,便所有人你毋會用入去,pen55 su31 rhiu11 ngin53 hen53 m11 bboi55 rhung55 ngib43 kui31,,
ZM203R2027_020.wav,他原本住這裡後來才搬去別的地方,佢原本蹛這落尾正徙去別位,gui53 ngien53 bun31 dai31 lia24 loo55 mui11 zhang31 sai31 kui31 pe55 bbi55,,
ZM203R2027_021.wav,他的頭髮烏黑亮麗非常漂亮,佢个頭那毛烏金烏金足靚个,gui53 e55 tio53 na53 hm11 bbu11 gim11 bbu11 gim11 ziu24 ziang11 e11,,
ZM203R2027_022.wav,去問一下看要怎麼做才好,去問一下䀴愛仰子做正好,kui31 mun31 rhid24 ha55 ngiang31 oi31 ngiong55 zu31 zoo31 zhang31 hoo31,,
ZM203R2027_023.wav,學校請教練來教我們打籃球,學校請教練來教𫣆人打籃球,hoo55 hau55 ciang31 gau31 leen55 loi53 gau31 een11 ngin53 da31 lam53 kiu53,,
ZM203R2027_024.wav,怎麼那麼頑皮剛拿到就弄壞掉,仰子恁牛一提著即賞壞去,ngiong55 zu31 ngin31 ngiu53 rhid24 te55 choo55 cid43 song31 fai55 kui31,,
ZM203R2027_025.wav,大家還有比較進一步的想法嗎,大家猶有較進一步个想法無,tai55 ga11 ia53 rhiu11 ka31 cin55 rhid24 pu55 e55 siong55 fad24 mo53,,
ZM203R2027_026.wav,阿德被人控告偷竊,阿德得人控告講偷提人个物件,a11 ded24 ded24 ngin53 kung31 goo31 gong31 teu11 te55 ngin53 e55 mi55 kien55,,
ZM203R2027_027.wav,做壞事遲早會被警察捉到,做壞事早慢會得警察捉著,zoo31 fai55 su55 zoo31 meen55 bbue55 ded24 gin31 cad24 zoo24 choo55,,
ZM203R2027_028.wav,太陽下山前你一定要下山,日頭落山進前你定著愛下山,ngid24 tio53 loo55 san11 zin31 cien53 hen53 ten55 choo55 oi31 ha55 san11,,
ZM203R2027_029.wav,這豬肉很肥爸爸比較不喜歡,這豬肉真肥阿爸較無愛,lia24 zhi11 ngiu24 zhin11 pui53 a11 ba55 ka31 mo53 oi31,,
ZM203R2027_030.wav,就算你跑得再快也來不及了,就算你走較緊嘛毋會赴啊,ciu55 son31 hen53 zio31 ka31 gin31 ma11 m11 bboi55 fu31 a31,,
ZM203R2027_031.wav,照相的時候要看背景是否相襯,翕相遐下愛䀴背景有相配無,hib24 siong31 ga24 ha55 oi31 ngiang31 pue55 gin31 rhiu11 siong11 pue31 mo53,,
ZM203R2027_032.wav,家裡有兩間廁所很方便,屋下有兩間便所真利便,bbu24 ha11 rhiu11 liong31 geen11 pen55 su31 zhin11 li55 pien55,,
ZM203R2027_033.wav,他非常討厭蟑螂尤其是會飛的,佢足慼黃蚻尤其係會飛个,gui53 ziu24 cied24 bbong53 cad43 rhiu53 ki53 he55 bbue55 bui55 e55,,
ZM203R2027_034.wav,你的肝不好別這樣常常熬夜,你个肝無好莫恁輒輒耗夜,hen53 e55 gon11 mo53 hoo31 mai31 in24 ciab43 ciab43 hau55 rhia55,,
ZM203R2027_035.wav,他們夫妻倆要去泰國玩五天,佢兩公姐討去泰國尞五日,gui53 liong31 gung11 zia31 too31 kui31 tai55 gud24 leeu55 m31 ngid24,,
ZM203R2027_036.wav,祖先牌位安置在正廳內祭拜,公媽龕安在廳下內底服祀,gung11 ma31 kam31 an11 da55 ten11 ha11 nui55 de31 fu11 su55,,
ZM203R2027_037.wav,隨便你要怎樣是你的自由,隨在你討仰子係你个自由,sui53 cai55 hen53 too31 ngiong55 zu31 he55 hen53 e55 cu55 rhiu53,,
ZM203R2027_038.wav,上個月那間公司的工人罷工,上個月遐間公司个工人罷工,shong55 goo24 ngied43 ga24 geen11 gung11 su11 e55 gung11 ngin53 ba31 gung11,,
ZM203R2027_039.wav,在大人前面不可以這麼沒規矩,在大人頭前毋會用恁無規矩,da55 tai55 ngin53 tio53 cien53 m11 bboi55 rhung55 ngin31 mo53 gui11 gi31,,
ZM203R2027_040.wav,遠遠走過來的是一位少女,遠遠行過來个係一個妹子,bbien31 bbien31 hang53 goo31 loi53 e55 he55 rhid24 gai31 moi31 zu31,,
ZM203R2027_041.wav,你如果有什麼需要就喊一聲,你若係有麼个需要即喊一聲,hen53 na31 he55 rhiu11 bboo24 gai31 su11 rhio31 cid43 heem31 rhid24 shang11,,
ZM203R2027_042.wav,做錯事情怪不得被人罵,做毋著事情難怪得人罵,zoo31 m55 choo55 su55 cin53 nan53 guai31 ded24 ngin53 ma31,,
ZM203R2027_043.wav,這條河沒有橋要撐船才過得去,這條溪無橋愛撐船正過會去,li24 tio53 ke11 mo53 kio53 oi31 cang31 fien53 zhang31 goo31 bbue55 kui31,,
ZM203R2027_044.wav,他們倆談戀愛很多年才結婚,佢兩儕戀愛真多年正結婚,gui53 liong31 sa53 lien55 ngoi31 zhin11 doo11 neen53 zhang31 gied24 fun11,,
ZM203R2027_045.wav,他的性格和我很不一樣,佢个性格和𠊎真無共款,gui53 e55 sin31 ga24 ham55 ngai53 zhin11 mo53 kung55 kuan31,,
ZM203R2027_046.wav,被老師罵還一直笑不知羞恥,得先生罵猶直直笑毋知見笑,ded24 sien11 sen11 ma31 ia53 chid43 chid43 sio31 m11 di11 gien31 sio31,,
ZM203R2027_047.wav,他不在前面就是在後面,佢無在頭前即係在尾蒂,gui53 mo53 da55 tio53 cien53 cid43 he55 da55 mui11 di11,,
ZM203R2027_048.wav,糟了我的錢忘記帶了,壞啊𠊎个錢毋記得抸,fai55 a31 ngai53 e55 cien53 m55 ki31 ded24 zab24,,
ZM203R2027_049.wav,他從樓上倒栽下來傷得很嚴重,佢對樓崠栽落來跌到真嚴重,gui53 doi31 leu53 dung31 zai55 loo55 loi53 deed24 doo31 zhin11 ngiam53 chung11,,
ZM203R2027_050.wav,這很簡單連小朋友都會,這恁簡單連細子攏會曉,lia24 ngin31 gien31 dan11 lien53 se31 zu31 long31 bbue55 hiau31,,
ZM203R2027_051.wav,狗死了姑姑哭得非常傷心,狗死去阿姑唩到真傷心,geu31 si31 kui31 a11 gu11 bboo31 doo31 zhin11 shong55 sim11,,
ZM203R2027_052.wav,這不是你的專長換別人做吧,這毋係你个專長換別儕做啦,lia24 m11 he55 hen53 e55 zhuan11 chong53 bban55 pe55 sa53 zoo31 la11,,
ZM203R2027_053.wav,為了要達到目標他很努力,為著討達到目標佢真拚勢,bbui55 choo55 too31 tad43 doo31 hm24 bio11 gui53 zhin11 biang31 she31,,
ZM203R2027_054.wav,客人到了趕快去煮茶給人喝,人客來啊較緊去燸茶得人啉,ngin53 ka24 loi53 a31 ka31 gin31 kui31 lung53 ca53 ded24 ngin53 lim11,,
ZM203R2027_055.wav,吃了不新鮮的菜整天拉肚子,食著無萋个菜歸日落屎,shied43 choo55 mo53 cinn11 e55 coi31 gui11 ngid24 lau31 shi31,,
ZM203R2027_056.wav,天氣那麼好棉被拿去外面拍一拍,天氣恁好被提去外頭拔拔个,teen11 ki31 ngin31 hoo31 pi11 te55 kui31 nguai55 tio53 pad43 pad43 e11,,
ZM203R2027_057.wav,博物館裡可以看到很多古董,博物館會用䀴著真多古董,boo24 bbu55 guan31 bbue55 rhung55 ngiang31 choo55 zhin11 doo11 gu31 dong31,,
ZM203R2027_058.wav,爸爸以前曾在屋頂養鴿子,阿爸成過識在屋崠供粉鳥,a11 ba55 shang53 goo31 shid24 da55 bbu24 dung31 giung11 fun31 deu31,,
ZM203R2027_059.wav,他的手被刀子割到一直流血,佢个手得刀割著直直流血,gui53 e55 shiu31 ded24 doo11 god24 choo55 chid43 chid43 lau53 fied24,,
ZM203R2027_060.wav,冰箱裡的葡萄是不是你買的,冰箱底个葡萄係毋係你買个,bin11 siong11 de31 e55 pu53 too53 he55 m11 he55 hen53 mi11 e11,,
ZM203R2027_061.wav,拜天公要燒金紙自己的權利要爭取,拜天公愛燒金自家个權利愛爭取,bai31 teen11 gung11 oi31 shio11 gim11 zi11 ga11 e55 kien53 li55 oi31 zing11 ci31,,
ZM203R2027_062.wav,這真的沒那麼簡單你可以教我嗎,這正經無恁簡單你會用教𠊎無,lia24 zhin31 gen11 mo53 ngin31 gien31 dan11 hen53 bbue55 rhung55 gau11 ngai53 mo53,,
ZM203R2027_063.wav,你怎麼穿這麼漂亮的衣服要去給人請客哦,你仰子著恁靚个衫討去得人請哦,hen53 ngiong55 zu31 zhoo24 ngin31 ziang11 e55 sam11 too31 kui31 ded24 ngin53 ciang31 o11,,
ZM203R2027_064.wav,他為了研究客家文化收集很多文獻,佢為著研究客家文化收集真多文獻,gui53 bbui55 choo55 ngien31 giu31 ka24 ga11 bbun53 fa31 shiu11 zid43 zhin11 doo11 bbun53 hien31,,
ZM203R2027_065.wav,心臟是人體維持生命的重要器官,心臟係人體維持生命个重要器官,sim11 cong55 he55 ngin53 te31 bbi53 chi53 sang11 miang55 e55 zung31 rhio31 ki31 guan11,,
ZM203R2027_066.wav,跑不贏別人記得要帶伴手禮回來,走毋會贏人記得愛隨等路轉來,zeu31 m11 bboi55 rhiang53 ngin53 ki31 ded24 oi31 sui53 den31 lu55 zhen31 loi53,,
ZM203R2027_067.wav,他去年還很矮小今年長高很多,佢舊年猶細細隻仔今年加高真多,gui53 kiu55 neen53 ia53 se31 se31 zha24 a53 gin11 neen53 ga11 goo11 zhin11 doo11,,
ZM203R2027_068.wav,這字寫錯了他過著很幸福的日子,這字寫毋著啊佢過到真福氣个日,li24 cu55 sia31 m55 choo55 a31 gui53 goo31 doo31 zhin11 fu24 ki31 e55 ngid24,,
ZM203R2027_069.wav,不聲不響地走進來你唱山歌我來應和,恬恬个行入來你唱山歌𠊎來和,diam11 diam11 e55 hang53 ngib43 loi53 hen53 chong31 san11 goo11 ngai53 loi53 foo53,,
ZM203R2027_070.wav,舉個例子跟他說可能會比較清楚,舉一個例拁佢講可能會較清楚,gi31 rhid24 gai31 li55 ga11 gui53 gong31 koo31 nen53 bbue55 ka31 cin11 cu31,,
